name,tags,time,tank,value
fill_level,,1546300800000000000,A1,206.1674564607674
fill_level,,1546300800000000000,A2,412.704814540872
fill_level,,1546300800000000000,B1,206.2632960851496
fill_level,,1546300800000000000,B2,411.90034269949916
fill_level,,1546300800000000000,city_water,999.7916666666666
fill_level,,1546300801000000000,A1,205.75609898318405
fill_level,,1546300801000000000,A2,412.92723642598287
fill_level,,1546300801000000000,B1,206.54029550778282
fill_level,,1546300801000000000,B2,412.78223517698314
fill_level,,1546300801000000000,city_water,999.5833333333333
fill_level,,1546300802000000000,A1,205.3266821295561
fill_level,,1546300802000000000,A2,412.64068377474393
fill_level,,1546300802000000000,B1,206.88223087378182
fill_level,,1546300802000000000,B2,412.50829855662835
fill_level,,1546300802000000000,city_water,999.3749999999999
fill_level,,1546300803000000000,A1,204.9097815501167
fill_level,,1546300803000000000,A2,412.2587053461862
fill_level,,1546300803000000000,B1,207.3547348038642
fill_level,,1546300803000000000,B2,411.98404349161933
fill_level,,1546300803000000000,city_water,999.1666666666665
fill_level,,1546300804000000000,A1,204.27972667862102
fill_level,,1546300804000000000,A2,412.3539151637475
fill_level,,1546300804000000000,B1,208.2096221800576
fill_level,,1546300804000000000,B2,411.20631827601574
fill_level,,1546300804000000000,city_water,998.9583333333331
fill_level,,1546300805000000000,A1,203.6309416854142
fill_level,,1546300805000000000,A2,412.4387168952738
fill_level,,1546300805000000000,B1,208.4512485720977
fill_level,,1546300805000000000,B2,410.6963854278008
fill_level,,1546300805000000000,city_water,998.7499999999998
fill_level,,1546300806000000000,A1,203.96295255080378
fill_level,,1546300806000000000,A2,412.2345660103476
fill_level,,1546300806000000000,B1,209.1084428468923
fill_level,,1546300806000000000,B2,410.26977847518145
fill_level,,1546300806000000000,city_water,998.5416666666664
fill_level,,1546300807000000000,A1,203.58501779109255
fill_level,,1546300807000000000,A2,412.4834611331904
fill_level,,1546300807000000000,B1,208.82630584352668
fill_level,,1546300807000000000,B2,409.8828929955544
fill_level,,1546300807000000000,city_water,998.333333333333
fill_level,,1546300808000000000,A1,203.00211070547655
fill_level,,1546300808000000000,A2,412.4186114886499
fill_level,,1546300808000000000,B1,209.40506557495254
fill_level,,1546300808000000000,B2,410.09776148045023
fill_level,,1546300808000000000,city_water,998.1249999999997
fill_level,,1546300809000000000,A1,203.5687081740724
fill_level,,1546300809000000000,A2,413.13355426440864
fill_level,,1546300809000000000,B1,209.27754386304287
fill_level,,1546300809000000000,B2,410.4460773078385
fill_level,,1546300809000000000,city_water,997.9166666666663
fill_level,,1546300810000000000,A1,204.09134527977812
fill_level,,1546300810000000000,A2,413.1226280768335
fill_level,,1546300810000000000,B1,208.6610813079073
fill_level,,1546300810000000000,B2,411.2932840402606
fill_level,,1546300810000000000,city_water,997.7083333333329
fill_level,,1546300811000000000,A1,203.53270551298633
fill_level,,1546300811000000000,A2,413.3917633156381
fill_level,,1546300811000000000,B1,208.7341541046621
fill_level,,1546300811000000000,B2,411.2542339365687
fill_level,,1546300811000000000,city_water,997.4999999999995
fill_level,,1546300812000000000,A1,203.62593463357734
fill_level,,1546300812000000000,A2,412.8483950503952
fill_level,,1546300812000000000,B1,208.39889713410167
fill_level,,1546300812000000000,B2,411.1029404668004
fill_level,,1546300812000000000,city_water,997.2916666666662
fill_level,,1546300813000000000,A1,204.01126962047044
fill_level,,1546300813000000000,A2,413.2685756677383
fill_level,,1546300813000000000,B1,207.53266784481536
fill_level,,1546300813000000000,B2,411.4503915352394
fill_level,,1546300813000000000,city_water,997.0833333333328
fill_level,,1546300814000000000,A1,203.33581066788886
fill_level,,1546300814000000000,A2,412.55565802242967
fill_level,,1546300814000000000,B1,206.56397085283788
fill_level,,1546300814000000000,B2,412.18519585230797
fill_level,,1546300814000000000,city_water,996.8749999999994
fill_level,,1546300815000000000,A1,203.1342268430936
fill_level,,1546300815000000000,A2,412.57333944588527
fill_level,,1546300815000000000,B1,205.61225569541787
fill_level,,1546300815000000000,B2,412.8854891753185
fill_level,,1546300815000000000,city_water,996.6666666666661
fill_level,,1546300816000000000,A1,203.24210808327445
fill_level,,1546300816000000000,A2,413.0799070121236
fill_level,,1546300816000000000,B1,205.73205368236142
fill_level,,1546300816000000000,B2,412.2740639164535
fill_level,,1546300816000000000,city_water,996.4583333333327
fill_level,,1546300817000000000,A1,203.66874237568945
fill_level,,1546300817000000000,A2,412.6227629973386
fill_level,,1546300817000000000,B1,205.5252409044049
fill_level,,1546300817000000000,B2,412.6828682294322
fill_level,,1546300817000000000,city_water,996.2499999999993
fill_level,,1546300818000000000,A1,202.99437956984428
fill_level,,1546300818000000000,A2,412.358880087428
fill_level,,1546300818000000000,B1,205.6268912870549
fill_level,,1546300818000000000,B2,413.45200770874635
fill_level,,1546300818000000000,city_water,996.041666666666
fill_level,,1546300819000000000,A1,202.84607884248584
fill_level,,1546300819000000000,A2,413.03882976710594
fill_level,,1546300819000000000,B1,206.12275502904217
fill_level,,1546300819000000000,B2,412.9776453851224
fill_level,,1546300819000000000,city_water,995.8333333333326
fill_level,,1546300820000000000,A1,203.20013994663947
fill_level,,1546300820000000000,A2,413.42128595781156
fill_level,,1546300820000000000,B1,205.57934183981678
fill_level,,1546300820000000000,B2,412.9153813775372
fill_level,,1546300820000000000,city_water,995.6249999999992
fill_level,,1546300821000000000,A1,202.72639364181404
fill_level,,1546300821000000000,A2,412.9182636945439
fill_level,,1546300821000000000,B1,205.18683629456018
fill_level,,1546300821000000000,B2,412.9654478032833
fill_level,,1546300821000000000,city_water,995.4166666666658
fill_level,,1546300822000000000,A1,202.67084399612875
fill_level,,1546300822000000000,A2,413.064491456969
fill_level,,1546300822000000000,B1,205.45452458535152
fill_level,,1546300822000000000,B2,413.1940918308936
fill_level,,1546300822000000000,city_water,995.2083333333325
fill_level,,1546300823000000000,A1,203.18206066800727
fill_level,,1546300823000000000,A2,412.85002774320054
fill_level,,1546300823000000000,B1,205.25896627187197
fill_level,,1546300823000000000,B2,412.84462035425224
fill_level,,1546300823000000000,city_water,994.9999999999991
fill_level,,1546300824000000000,A1,202.75419147171792
fill_level,,1546300824000000000,A2,412.53732421693803
fill_level,,1546300824000000000,B1,205.74453956301696
fill_level,,1546300824000000000,B2,413.0951866559573
fill_level,,1546300824000000000,city_water,994.7916666666657
fill_level,,1546300825000000000,A1,203.11782416775364
fill_level,,1546300825000000000,A2,411.8221717107907
fill_level,,1546300825000000000,B1,205.127245620437
fill_level,,1546300825000000000,B2,413.4888132217249
fill_level,,1546300825000000000,city_water,994.6388888888879
fill_level,,1546300826000000000,A1,202.42500476028175
fill_level,,1546300826000000000,A2,412.39145282618335
fill_level,,1546300826000000000,B1,204.3525390807209
fill_level,,1546300826000000000,B2,413.8008719341168
fill_level,,1546300826000000000,city_water,994.4861111111101
fill_level,,1546300827000000000,A1,202.5613674487628
fill_level,,1546300827000000000,A2,412.3456103123397
fill_level,,1546300827000000000,B1,204.83803800840056
fill_level,,1546300827000000000,B2,414.5830968063572
fill_level,,1546300827000000000,city_water,994.3333333333322
fill_level,,1546300828000000000,A1,202.82070217209014
fill_level,,1546300828000000000,A2,412.22234329768287
fill_level,,1546300828000000000,B1,204.6784925961562
fill_level,,1546300828000000000,B2,415.35945778216615
fill_level,,1546300828000000000,city_water,994.1805555555544
fill_level,,1546300829000000000,A1,203.0739077198886
fill_level,,1546300829000000000,A2,412.21862990449205
fill_level,,1546300829000000000,B1,203.9625008845751
fill_level,,1546300829000000000,B2,415.8734964708626
fill_level,,1546300829000000000,city_water,994.0277777777766
fill_level,,1546300830000000000,A1,202.7211000665475
fill_level,,1546300830000000000,A2,412.8793257265522
fill_level,,1546300830000000000,B1,203.1393620784743
fill_level,,1546300830000000000,B2,416.51247029044885
fill_level,,1546300830000000000,city_water,993.8749999999987
fill_level,,1546300831000000000,A1,201.8742623270711
fill_level,,1546300831000000000,A2,413.1456004779443
fill_level,,1546300831000000000,B1,202.2847442295776
fill_level,,1546300831000000000,B2,417.4375031519797
fill_level,,1546300831000000000,city_water,993.7222222222209
fill_level,,1546300832000000000,A1,201.96312386810916
fill_level,,1546300832000000000,A2,413.9284884307773
fill_level,,1546300832000000000,B1,201.81063710175798
fill_level,,1546300832000000000,B2,417.1175348346891
fill_level,,1546300832000000000,city_water,993.5694444444431
fill_level,,1546300833000000000,A1,201.8486175238214
fill_level,,1546300833000000000,A2,414.4347147403083
fill_level,,1546300833000000000,B1,201.56659451691468
fill_level,,1546300833000000000,B2,417.68682639962157
fill_level,,1546300833000000000,city_water,993.4166666666653
fill_level,,1546300834000000000,A1,201.05000629852074
fill_level,,1546300834000000000,A2,414.42827718634106
fill_level,,1546300834000000000,B1,202.1654279792512
fill_level,,1546300834000000000,B2,418.3698117759279
fill_level,,1546300834000000000,city_water,993.2638888888874
fill_level,,1546300835000000000,A1,201.4341999273335
fill_level,,1546300835000000000,A2,413.66396498500444
fill_level,,1546300835000000000,B1,201.68417630147778
fill_level,,1546300835000000000,B2,418.1242898418903
fill_level,,1546300835000000000,city_water,993.1111111111096
fill_level,,1546300836000000000,A1,201.30346671141686
fill_level,,1546300836000000000,A2,412.8714215995682
fill_level,,1546300836000000000,B1,201.81705240843542
fill_level,,1546300836000000000,B2,418.5070079990557
fill_level,,1546300836000000000,city_water,992.9583333333318
fill_level,,1546300837000000000,A1,201.79266870371606
fill_level,,1546300837000000000,A2,412.4747278019453
fill_level,,1546300837000000000,B1,202.00233843383637
fill_level,,1546300837000000000,B2,418.7089136415786
fill_level,,1546300837000000000,city_water,992.805555555554
fill_level,,1546300838000000000,A1,201.45677724099286
fill_level,,1546300838000000000,A2,412.1140673833189
fill_level,,1546300838000000000,B1,201.80061984315202
fill_level,,1546300838000000000,B2,418.508156766522
fill_level,,1546300838000000000,city_water,992.6527777777761
fill_level,,1546300839000000000,A1,202.1306219903722
fill_level,,1546300839000000000,A2,411.72545909966107
fill_level,,1546300839000000000,B1,202.25298185454284
fill_level,,1546300839000000000,B2,417.88254005191106
fill_level,,1546300839000000000,city_water,992.4999999999983
fill_level,,1546300840000000000,A1,201.75593629506017
fill_level,,1546300840000000000,A2,412.3561492373893
fill_level,,1546300840000000000,B1,202.87343991369102
fill_level,,1546300840000000000,B2,417.74890540624017
fill_level,,1546300840000000000,city_water,992.3472222222205
fill_level,,1546300841000000000,A1,202.33661720802834
fill_level,,1546300841000000000,A2,413.1933226868554
fill_level,,1546300841000000000,B1,202.99534344848962
fill_level,,1546300841000000000,B2,417.3839997733097
fill_level,,1546300841000000000,city_water,992.1944444444426
fill_level,,1546300842000000000,A1,203.17580322761458
fill_level,,1546300842000000000,A2,413.76325830870746
fill_level,,1546300842000000000,B1,203.07698975383275
fill_level,,1546300842000000000,B2,417.58256198885977
fill_level,,1546300842000000000,city_water,992.0416666666648
fill_level,,1546300843000000000,A1,203.42462565070494
fill_level,,1546300843000000000,A2,414.5982426231709
fill_level,,1546300843000000000,B1,203.1091036876581
fill_level,,1546300843000000000,B2,418.0102979994287
fill_level,,1546300843000000000,city_water,991.888888888887
fill_level,,1546300844000000000,A1,203.26876877797616
fill_level,,1546300844000000000,A2,414.6203105261133
fill_level,,1546300844000000000,B1,202.98072962599755
fill_level,,1546300844000000000,B2,417.451463761121
fill_level,,1546300844000000000,city_water,991.7361111111092
fill_level,,1546300845000000000,A1,203.80631486405915
fill_level,,1546300845000000000,A2,414.23601267732425
fill_level,,1546300845000000000,B1,203.7376661609167
fill_level,,1546300845000000000,B2,418.02195518924844
fill_level,,1546300845000000000,city_water,991.5833333333313
fill_level,,1546300846000000000,A1,204.4155693209182
fill_level,,1546300846000000000,A2,414.48737250564847
fill_level,,1546300846000000000,B1,203.50058555977475
fill_level,,1546300846000000000,B2,417.73664374761796
fill_level,,1546300846000000000,city_water,991.4305555555535
fill_level,,1546300847000000000,A1,204.10473795420467
fill_level,,1546300847000000000,A2,413.7589013476774
fill_level,,1546300847000000000,B1,204.17306929101645
fill_level,,1546300847000000000,B2,418.31857580274306
fill_level,,1546300847000000000,city_water,991.2777777777757
fill_level,,1546300848000000000,A1,203.89462304863568
fill_level,,1546300848000000000,A2,413.574322914477
fill_level,,1546300848000000000,B1,204.06351545497586
fill_level,,1546300848000000000,B2,417.70011411570584
fill_level,,1546300848000000000,city_water,991.1249999999978
fill_level,,1546300849000000000,A1,204.55133217777234
fill_level,,1546300849000000000,A2,413.1043196093527
fill_level,,1546300849000000000,B1,204.3941056480704
fill_level,,1546300849000000000,B2,417.9867934971285
fill_level,,1546300849000000000,city_water,990.97222222222
fill_level,,1546300850000000000,A1,204.46240436700597
fill_level,,1546300850000000000,A2,412.6097669600136
fill_level,,1546300850000000000,B1,203.73681304377692
fill_level,,1546300850000000000,B2,418.507676918261
fill_level,,1546300850000000000,city_water,990.8194444444422
fill_level,,1546300851000000000,A1,204.26996671709455
fill_level,,1546300851000000000,A2,413.1816636300962
fill_level,,1546300851000000000,B1,203.04485129362158
fill_level,,1546300851000000000,B2,418.64448083778376
fill_level,,1546300851000000000,city_water,990.6666666666644
fill_level,,1546300852000000000,A1,203.56263033425572
fill_level,,1546300852000000000,A2,413.31567821682137
fill_level,,1546300852000000000,B1,202.53266981299294
fill_level,,1546300852000000000,B2,418.86704423704407
fill_level,,1546300852000000000,city_water,990.5138888888865
fill_level,,1546300853000000000,A1,203.63152558579569
fill_level,,1546300853000000000,A2,412.9357482613601
fill_level,,1546300853000000000,B1,203.17824191050178
fill_level,,1546300853000000000,B2,418.97072590244875
fill_level,,1546300853000000000,city_water,990.3611111111087
fill_level,,1546300854000000000,A1,203.64885792973368
fill_level,,1546300854000000000,A2,412.7373203177205
fill_level,,1546300854000000000,B1,203.24821953378944
fill_level,,1546300854000000000,B2,419.71633367992735
fill_level,,1546300854000000000,city_water,990.2083333333309
fill_level,,1546300855000000000,A1,203.5302479176473
fill_level,,1546300855000000000,A2,413.0857801007866
fill_level,,1546300855000000000,B1,203.51317227237948
fill_level,,1546300855000000000,B2,420.157489756063
fill_level,,1546300855000000000,city_water,990.055555555553
fill_level,,1546300856000000000,A1,202.90870889005933
fill_level,,1546300856000000000,A2,412.81409248222036
fill_level,,1546300856000000000,B1,203.58430550517207
fill_level,,1546300856000000000,B2,419.7634194278891
fill_level,,1546300856000000000,city_water,989.9027777777752
fill_level,,1546300857000000000,A1,202.8068387946085
fill_level,,1546300857000000000,A2,412.169658823115
fill_level,,1546300857000000000,B1,203.67149636589255
fill_level,,1546300857000000000,B2,420.23666138866696
fill_level,,1546300857000000000,city_water,989.7499999999974
fill_level,,1546300858000000000,A1,202.9966219509533
fill_level,,1546300858000000000,A2,411.87111648294444
fill_level,,1546300858000000000,B1,202.89119300847648
fill_level,,1546300858000000000,B2,420.4366963639305
fill_level,,1546300858000000000,city_water,989.5972222222196
fill_level,,1546300859000000000,A1,203.56232002760322
fill_level,,1546300859000000000,A2,412.30801626942923
fill_level,,1546300859000000000,B1,202.04062806797768
fill_level,,1546300859000000000,B2,419.8070628871026
fill_level,,1546300859000000000,city_water,989.4444444444417
fill_level,,1546300860000000000,A1,203.39489021609845
fill_level,,1546300860000000000,A2,412.86453946150544
fill_level,,1546300860000000000,B1,201.20521409667984
fill_level,,1546300860000000000,B2,419.2880573438188
fill_level,,1546300860000000000,city_water,989.2916666666639
fill_level,,1546300861000000000,A1,202.68659742969592
fill_level,,1546300861000000000,A2,413.0779950345437
fill_level,,1546300861000000000,B1,200.60385161069186
fill_level,,1546300861000000000,B2,418.9723739417479
fill_level,,1546300861000000000,city_water,989.1388888888861
fill_level,,1546300862000000000,A1,203.29493017772168
fill_level,,1546300862000000000,A2,413.3888674930802
fill_level,,1546300862000000000,B1,200.26661921443846
fill_level,,1546300862000000000,B2,418.1198404062085
fill_level,,1546300862000000000,city_water,988.9861111111082
fill_level,,1546300863000000000,A1,203.0772519048163
fill_level,,1546300863000000000,A2,413.62696153327505
fill_level,,1546300863000000000,B1,200.12269902037093
fill_level,,1546300863000000000,B2,417.51174904431974
fill_level,,1546300863000000000,city_water,988.8333333333304
fill_level,,1546300864000000000,A1,202.24089913262168
fill_level,,1546300864000000000,A2,414.3293060170695
fill_level,,1546300864000000000,B1,199.67446045254187
fill_level,,1546300864000000000,B2,417.11375168159066
fill_level,,1546300864000000000,city_water,988.6805555555526
fill_level,,1546300865000000000,A1,202.52806166069044
fill_level,,1546300865000000000,A2,414.5051014637143
fill_level,,1546300865000000000,B1,198.94831335586667
fill_level,,1546300865000000000,B2,417.5914114502306
fill_level,,1546300865000000000,city_water,988.5277777777748
fill_level,,1546300866000000000,A1,203.38282709318452
fill_level,,1546300866000000000,A2,415.227140302169
fill_level,,1546300866000000000,B1,198.168345829813
fill_level,,1546300866000000000,B2,417.2243371587457
fill_level,,1546300866000000000,city_water,988.3749999999969
fill_level,,1546300867000000000,A1,203.8542664189527
fill_level,,1546300867000000000,A2,415.8321896854122
fill_level,,1546300867000000000,B1,197.2648577224795
fill_level,,1546300867000000000,B2,416.5051447955444
fill_level,,1546300867000000000,city_water,988.2222222222191
fill_level,,1546300868000000000,A1,204.61207655930974
fill_level,,1546300868000000000,A2,415.7421612599126
fill_level,,1546300868000000000,B1,196.53768853572922
fill_level,,1546300868000000000,B2,415.70693489148584
fill_level,,1546300868000000000,city_water,988.0694444444413
fill_level,,1546300869000000000,A1,204.9898202884118
fill_level,,1546300869000000000,A2,415.4340474867991
fill_level,,1546300869000000000,B1,196.59768948728617
fill_level,,1546300869000000000,B2,415.19280456397615
fill_level,,1546300869000000000,city_water,987.9166666666634
fill_level,,1546300870000000000,A1,204.82024783628927
fill_level,,1546300870000000000,A2,415.1819986129113
fill_level,,1546300870000000000,B1,197.09767855037174
fill_level,,1546300870000000000,B2,415.7028375572133
fill_level,,1546300870000000000,city_water,987.7638888888856
fill_level,,1546300871000000000,A1,204.1444977887356
fill_level,,1546300871000000000,A2,414.5950051214325
fill_level,,1546300871000000000,B1,196.4401158499123
fill_level,,1546300871000000000,B2,416.04672257316287
fill_level,,1546300871000000000,city_water,987.6111111111078
fill_level,,1546300872000000000,A1,203.9175801531903
fill_level,,1546300872000000000,A2,414.0796216525618
fill_level,,1546300872000000000,B1,196.48850211440808
fill_level,,1546300872000000000,B2,415.3514409505943
fill_level,,1546300872000000000,city_water,987.45833333333
fill_level,,1546300873000000000,A1,203.77300924089573
fill_level,,1546300873000000000,A2,414.6413177349556
fill_level,,1546300873000000000,B1,196.02691961715408
fill_level,,1546300873000000000,B2,415.5370483507694
fill_level,,1546300873000000000,city_water,987.3055555555521
fill_level,,1546300874000000000,A1,202.9735415191989
fill_level,,1546300874000000000,A2,414.1039330631998
fill_level,,1546300874000000000,B1,196.65592842934555
fill_level,,1546300874000000000,B2,414.875322248115
fill_level,,1546300874000000000,city_water,987.1527777777743
fill_level,,1546300875000000000,A1,202.33734795806743
fill_level,,1546300875000000000,A2,413.7055261699019
fill_level,,1546300875000000000,B1,197.50360608815237
fill_level,,1546300875000000000,B2,415.2089082474017
fill_level,,1546300875000000000,city_water,986.9999999999965
fill_level,,1546300876000000000,A1,201.81950295714228
fill_level,,1546300876000000000,A2,413.81219071338444
fill_level,,1546300876000000000,B1,197.17598525137169
fill_level,,1546300876000000000,B2,416.0123110409565
fill_level,,1546300876000000000,city_water,986.8472222222186
fill_level,,1546300877000000000,A1,202.16784064885317
fill_level,,1546300877000000000,A2,413.1388490468574
fill_level,,1546300877000000000,B1,197.53328221169275
fill_level,,1546300877000000000,B2,416.53159846855596
fill_level,,1546300877000000000,city_water,986.6944444444408
fill_level,,1546300878000000000,A1,201.78721986945905
fill_level,,1546300878000000000,A2,412.2850948376775
fill_level,,1546300878000000000,B1,197.8094975279551
fill_level,,1546300878000000000,B2,416.8257581082859
fill_level,,1546300878000000000,city_water,986.541666666663
fill_level,,1546300879000000000,A1,201.56131847305716
